question_id,related_question_id,related_comment_id,jaccard_distance,length_difference,cosine_similarity,w2v_cosine_similarity,relevance
Q271,Q271_R63,Q271_R63_C3,0.841,189,0.953,0.624,PotentiallyUseful
Q271,Q271_R63,Q271_R63_C4,0.892,52,0.966,0.575,Bad
Q271,Q271_R63,Q271_R63_C5,0.87,115,0.952,0.544,PotentiallyUseful
Q271,Q271_R63,Q271_R63_C6,0.952,274,0.888,0.329,Bad
Q271,Q271_R63,Q271_R63_C7,0.984,255,0.939,0.46,Bad
Q271,Q271_R63,Q271_R63_C8,0.844,38,0.969,0.62,Bad
Q271,Q271_R63,Q271_R63_C9,0.838,131,0.972,0.501,PotentiallyUseful
Q271,Q271_R63,Q271_R63_C10,0.917,165,0.971,0.568,PotentiallyUseful
Q271,Q271_R70,Q271_R70_C1,0.852,15,0.957,0.471,Good
Q271,Q271_R70,Q271_R70_C2,0.953,92,0.873,0.458,Bad
Q271,Q271_R70,Q271_R70_C3,0.898,5,0.936,0.375,Good
Q271,Q271_R70,Q271_R70_C4,0.935,69,0.868,0.252,Bad
Q271,Q271_R70,Q271_R70_C5,0.975,96,0.879,-0.011,Bad
Q271,Q271_R70,Q271_R70_C6,0.901,79,0.946,0.601,Good
Q271,Q271_R70,Q271_R70_C7,0.975,104,0.897,0.372,Bad
Q271,Q271_R70,Q271_R70_C8,0.95,435,0.927,0.288,Bad
Q271,Q271_R70,Q271_R70_C9,0.924,181,0.941,0.466,Good
Q271,Q271_R70,Q271_R70_C10,0.944,4,0.913,0.372,Good
Q271,Q271_R71,Q271_R71_C1,0.924,11,0.931,0.448,Good
Q271,Q271_R71,Q271_R71_C2,0.861,664,0.978,0.568,Bad
Q271,Q271_R71,Q271_R71_C3,0.864,208,0.971,0.537,Bad
Q271,Q271_R71,Q271_R71_C4,0.913,704,0.968,0.26,PotentiallyUseful
Q271,Q271_R71,Q271_R71_C5,0.914,3,0.945,0.264,Bad
Q271,Q271_R71,Q271_R71_C6,0.861,599,0.978,0.553,Bad
Q271,Q271_R71,Q271_R71_C7,0.91,52,0.939,0.43,PotentiallyUseful
Q271,Q271_R71,Q271_R71_C8,0.848,146,0.962,0.61,Bad
Q271,Q271_R71,Q271_R71_C9,0.912,783,0.968,0.152,Bad
Q271,Q271_R71,Q271_R71_C10,0.921,257,0.956,0.382,PotentiallyUseful
Q271,Q271_R74,Q271_R74_C1,0.97,383,0.907,0.323,PotentiallyUseful
Q271,Q271_R74,Q271_R74_C2,0.878,211,0.976,0.559,Good
Q271,Q271_R74,Q271_R74_C3,0.985,389,0.806,0.231,PotentiallyUseful
Q271,Q271_R74,Q271_R74_C4,0.957,349,0.881,0.384,PotentiallyUseful
Q271,Q271_R74,Q271_R74_C5,0.892,187,0.969,0.352,Good
Q271,Q271_R74,Q271_R74_C6,0.85,34,0.951,0.324,PotentiallyUseful
Q271,Q271_R74,Q271_R74_C7,0.867,184,0.972,0.401,Good
Q271,Q271_R74,Q271_R74_C8,0.847,276,0.964,0.214,Good
Q271,Q271_R74,Q271_R74_C9,0.872,110,0.957,0.354,PotentiallyUseful
Q271,Q271_R74,Q271_R74_C10,0.988,303,0.416,0.058,Bad
Q272,Q272_R8,Q272_R8_C1,0.87,134,0.95,0.387,Good
Q272,Q272_R8,Q272_R8_C2,0.961,338,0.881,0.133,PotentiallyUseful
Q272,Q272_R8,Q272_R8_C3,0.885,275,0.95,0.365,Good
Q272,Q272_R8,Q272_R8_C4,0.935,330,0.947,0.279,Bad
Q272,Q272_R8,Q272_R8_C5,0.883,240,0.938,0.338,Good
Q272,Q272_R8,Q272_R8_C6,0.975,340,0.895,0.142,Bad
Q272,Q272_R8,Q272_R8_C7,0.896,292,0.969,0.317,Good
Q272,Q272_R8,Q272_R8_C8,0.911,84,0.948,0.358,PotentiallyUseful
Q272,Q272_R8,Q272_R8_C9,0.805,18,0.98,0.615,Bad
Q272,Q272_R8,Q272_R8_C10,0.887,134,0.951,0.254,PotentiallyUseful
Q272,Q272_R14,Q272_R14_C1,1.0,402,0.832,-0.015,Good
Q272,Q272_R14,Q272_R14_C2,0.944,388,0.859,0.117,Good
Q272,Q272_R14,Q272_R14_C3,0.893,334,0.93,0.259,Good
Q272,Q272_R14,Q272_R14_C4,0.911,330,0.948,0.315,Good
Q272,Q272_R14,Q272_R14_C5,0.986,393,0.824,0.031,Bad
Q272,Q272_R14,Q272_R14_C6,0.929,372,0.911,0.47,Bad
Q272,Q272_R14,Q272_R14_C7,0.944,380,0.907,0.238,Bad
Q272,Q272_R14,Q272_R14_C8,1.0,411,0.515,-0.012,Bad
Q272,Q272_R14,Q272_R14_C9,0.948,358,0.887,0.192,Bad
Q272,Q272_R14,Q272_R14_C10,0.966,269,0.931,0.032,Bad
Q272,Q272_R15,Q272_R15_C1,0.94,281,0.887,0.235,Good
Q272,Q272_R15,Q272_R15_C2,0.891,280,0.899,0.552,Bad
Q272,Q272_R15,Q272_R15_C3,0.855,198,0.955,0.52,PotentiallyUseful
Q272,Q272_R15,Q272_R15_C4,0.926,259,0.883,0.32,Bad
Q272,Q272_R15,Q272_R15_C5,0.972,263,0.905,0.189,PotentiallyUseful
Q272,Q272_R15,Q272_R15_C6,0.974,234,0.924,0.459,PotentiallyUseful
Q272,Q272_R15,Q272_R15_C7,0.878,86,0.961,0.32,PotentiallyUseful
Q272,Q272_R15,Q272_R15_C8,0.953,296,0.796,0.226,Bad
Q272,Q272_R15,Q272_R15_C9,0.925,274,0.911,0.123,Good
Q272,Q272_R15,Q272_R15_C10,0.937,308,0.903,0.221,Bad
Q272,Q272_R23,Q272_R23_C1,0.981,216,0.835,-0.013,Bad
Q272,Q272_R23,Q272_R23_C2,0.896,236,0.945,0.583,Good
Q272,Q272_R23,Q272_R23_C3,0.891,199,0.976,0.547,Good
Q272,Q272_R23,Q272_R23_C4,0.946,171,0.915,0.273,Bad
Q272,Q272_R23,Q272_R23_C5,0.957,86,0.959,0.565,PotentiallyUseful
Q272,Q272_R23,Q272_R23_C6,0.951,155,0.924,0.495,Bad
Q272,Q272_R23,Q272_R23_C7,0.951,155,0.924,0.495,Bad
Q272,Q272_R23,Q272_R23_C8,0.971,112,0.901,0.39,PotentiallyUseful
Q272,Q272_R23,Q272_R23_C9,0.912,159,0.938,0.398,PotentiallyUseful
Q272,Q272_R23,Q272_R23_C10,0.912,159,0.938,0.398,PotentiallyUseful
Q272,Q272_R30,Q272_R30_C1,1.0,165,0.661,-0.023,Bad
Q272,Q272_R30,Q272_R30_C2,0.957,317,0.828,-0.214,Good
Q272,Q272_R30,Q272_R30_C3,0.962,275,0.873,0.195,PotentiallyUseful
Q272,Q272_R30,Q272_R30_C4,0.925,253,0.882,0.261,Good
Q272,Q272_R30,Q272_R30_C5,0.922,198,0.889,0.286,Good
Q272,Q272_R30,Q272_R30_C6,0.957,207,0.861,0.158,Good
Q272,Q272_R30,Q272_R30_C7,0.915,250,0.885,0.226,Good
Q272,Q272_R30,Q272_R30_C8,0.915,266,0.898,0.313,Bad
Q272,Q272_R30,Q272_R30_C9,0.973,311,0.868,0.091,Bad
Q272,Q272_R30,Q272_R30_C10,0.965,220,0.893,0.127,PotentiallyUseful
Q272,Q272_R31,Q272_R31_C1,0.923,127,0.882,0.416,Good
Q272,Q272_R31,Q272_R31_C2,0.867,153,0.957,0.391,Bad
Q272,Q272_R31,Q272_R31_C3,0.938,127,0.913,0.403,PotentiallyUseful
Q272,Q272_R31,Q272_R31_C4,0.914,176,0.952,0.328,Bad
Q272,Q272_R31,Q272_R31_C5,0.85,201,0.964,0.392,Good
Q272,Q272_R31,Q272_R31_C6,0.922,54,0.955,0.4,Good
Q272,Q272_R31,Q272_R31_C7,0.877,47,0.967,0.646,PotentiallyUseful
Q272,Q272_R31,Q272_R31_C8,0.904,74,0.964,0.474,Bad
Q272,Q272_R31,Q272_R31_C9,0.965,192,0.907,0.391,Bad
Q272,Q272_R31,Q272_R31_C10,1.0,248,0.586,0.131,Bad
Q272,Q272_R34,Q272_R34_C1,0.941,308,0.87,0.537,Bad
Q272,Q272_R34,Q272_R34_C2,0.917,213,0.945,0.494,PotentiallyUseful
Q272,Q272_R34,Q272_R34_C3,0.908,235,0.94,0.39,PotentiallyUseful
Q272,Q272_R34,Q272_R34_C4,0.798,77,0.976,0.637,Bad
Q272,Q272_R34,Q272_R34_C5,0.828,314,0.969,0.575,PotentiallyUseful
Q272,Q272_R34,Q272_R34_C6,0.984,348,0.717,0.093,Bad
Q272,Q272_R34,Q272_R34_C7,0.915,216,0.96,0.54,PotentiallyUseful
Q272,Q272_R34,Q272_R34_C8,0.917,194,0.868,0.385,Bad
Q272,Q272_R34,Q272_R34_C9,0.893,158,0.95,0.545,PotentiallyUseful
Q272,Q272_R34,Q272_R34_C10,0.865,69,0.962,0.553,Bad
Q272,Q272_R40,Q272_R40_C1,0.929,388,0.949,0.617,Good
Q272,Q272_R40,Q272_R40_C2,0.813,401,0.976,0.512,Good
Q272,Q272_R40,Q272_R40_C3,0.783,55,0.983,0.765,Bad
Q272,Q272_R40,Q272_R40_C4,0.897,60,0.973,0.467,PotentiallyUseful
Q272,Q272_R40,Q272_R40_C5,0.916,289,0.945,0.391,Bad
Q272,Q272_R40,Q272_R40_C6,0.89,370,0.954,0.418,PotentiallyUseful
Q272,Q272_R40,Q272_R40_C7,0.763,39,0.984,0.707,Bad
Q272,Q272_R40,Q272_R40_C8,0.883,164,0.96,0.363,Bad
Q272,Q272_R40,Q272_R40_C9,0.854,11,0.978,0.587,PotentiallyUseful
Q272,Q272_R40,Q272_R40_C10,0.866,348,0.931,0.517,Bad
Q272,Q272_R51,Q272_R51_C1,0.98,221,0.92,0.334,Bad
Q272,Q272_R51,Q272_R51_C2,0.927,6,0.956,0.398,Good
Q272,Q272_R51,Q272_R51_C3,0.906,98,0.967,0.48,Bad
Q272,Q272_R51,Q272_R51_C4,1.0,239,0.882,0.276,Bad
Q272,Q272_R51,Q272_R51_C5,0.817,96,0.97,0.554,PotentiallyUseful
Q272,Q272_R51,Q272_R51_C6,0.88,34,0.956,0.5,Good
Q272,Q272_R51,Q272_R51_C7,0.884,87,0.925,0.541,Bad
Q272,Q272_R51,Q272_R51_C8,1.0,235,0.875,0.096,Bad
Q272,Q272_R51,Q272_R51_C9,0.871,139,0.952,0.49,PotentiallyUseful
Q272,Q272_R51,Q272_R51_C10,0.979,230,0.892,0.375,Bad
Q272,Q272_R52,Q272_R52_C1,0.945,242,0.882,0.326,PotentiallyUseful
Q272,Q272_R52,Q272_R52_C2,0.845,111,0.915,0.401,Good
Q272,Q272_R52,Q272_R52_C3,0.896,68,0.937,0.292,Good
Q272,Q272_R52,Q272_R52_C4,0.878,33,0.938,0.283,Good
Q272,Q272_R52,Q272_R52_C5,0.945,238,0.867,0.172,Good
Q272,Q272_R52,Q272_R52_C6,0.94,80,0.933,0.068,PotentiallyUseful
Q272,Q272_R52,Q272_R52_C7,0.895,223,0.896,0.286,Bad
Q272,Q272_R52,Q272_R52_C8,0.955,183,0.923,0.181,Bad
Q272,Q272_R52,Q272_R52_C9,0.919,105,0.905,0.189,Bad
Q272,Q272_R52,Q272_R52_C10,0.953,197,0.893,0.098,Bad
Q273,Q273_R3,Q273_R3_C1,0.977,145,0.725,0.052,Good
Q273,Q273_R3,Q273_R3_C2,0.894,310,0.917,0.35,Good
Q273,Q273_R3,Q273_R3_C3,0.93,71,0.934,0.579,Good
Q273,Q273_R3,Q273_R3_C4,0.975,183,0.828,0.264,Bad
Q273,Q273_R3,Q273_R3_C5,0.909,66,0.908,0.03,Good
Q273,Q273_R3,Q273_R3_C6,0.873,74,0.903,0.358,Good
Q273,Q273_R3,Q273_R3_C7,0.974,180,0.791,0.331,Bad
Q273,Q273_R3,Q273_R3_C8,0.953,160,0.883,0.42,Bad
Q273,Q273_R3,Q273_R3_C9,0.93,17,0.908,0.544,PotentiallyUseful
Q273,Q273_R3,Q273_R3_C10,0.875,20,0.929,0.38,PotentiallyUseful
Q273,Q273_R5,Q273_R5_C1,0.798,49,0.98,0.575,Good
Q273,Q273_R5,Q273_R5_C2,0.847,521,0.98,0.558,Good
Q273,Q273_R5,Q273_R5_C3,0.859,174,0.97,0.452,Bad
Q273,Q273_R5,Q273_R5_C4,0.919,222,0.929,0.39,Bad
Q273,Q273_R5,Q273_R5_C5,0.822,95,0.977,0.621,Bad
Q273,Q273_R5,Q273_R5_C6,0.879,17,0.946,0.185,PotentiallyUseful
Q273,Q273_R5,Q273_R5_C7,0.867,662,0.977,0.525,PotentiallyUseful
Q273,Q273_R5,Q273_R5_C8,0.951,317,0.93,0.444,Good
Q273,Q273_R5,Q273_R5_C9,0.829,86,0.979,0.592,Bad
Q273,Q273_R5,Q273_R5_C10,0.87,195,0.952,0.419,PotentiallyUseful
Q273,Q273_R7,Q273_R7_C1,0.941,274,0.931,0.432,PotentiallyUseful
Q273,Q273_R7,Q273_R7_C2,0.969,320,0.817,0.3,Bad
Q273,Q273_R7,Q273_R7_C3,0.841,257,0.921,0.441,Good
Q273,Q273_R7,Q273_R7_C4,0.902,131,0.957,0.253,Good
Q273,Q273_R7,Q273_R7_C5,0.793,334,0.983,0.587,Good
Q273,Q273_R7,Q273_R7_C6,0.912,209,0.959,0.349,Bad
Q273,Q273_R7,Q273_R7_C7,0.863,30,0.969,0.425,PotentiallyUseful
Q273,Q273_R7,Q273_R7_C8,0.802,244,0.973,0.586,Bad
Q273,Q273_R7,Q273_R7_C9,0.871,159,0.96,0.484,Good
Q273,Q273_R7,Q273_R7_C10,0.877,189,0.971,0.504,PotentiallyUseful
Q273,Q273_R8,Q273_R8_C1,0.812,104,0.956,0.488,Good
Q273,Q273_R8,Q273_R8_C2,0.98,269,0.742,0.013,Bad
Q273,Q273_R8,Q273_R8_C3,0.885,71,0.957,0.31,Bad
Q273,Q273_R8,Q273_R8_C4,0.962,272,0.859,0.425,Good
Q273,Q273_R8,Q273_R8_C5,0.895,264,0.954,0.36,Good
Q273,Q273_R8,Q273_R8_C6,0.907,112,0.962,0.491,PotentiallyUseful
Q273,Q273_R8,Q273_R8_C7,0.854,611,0.962,0.29,Good
Q273,Q273_R8,Q273_R8_C8,0.863,150,0.965,0.455,Good
Q273,Q273_R8,Q273_R8_C9,0.83,16,0.968,0.603,Bad
Q273,Q273_R8,Q273_R8_C10,0.902,236,0.955,0.53,Good
Q273,Q273_R9,Q273_R9_C1,0.952,216,0.89,0.408,Good
Q273,Q273_R9,Q273_R9_C2,0.966,30,0.88,0.516,Good
Q273,Q273_R9,Q273_R9_C3,0.925,96,0.909,0.25,Good
Q273,Q273_R9,Q273_R9_C4,0.913,19,0.856,0.23,Good
Q273,Q273_R9,Q273_R9_C5,0.984,867,0.856,-0.004,PotentiallyUseful
Q273,Q273_R9,Q273_R9_C6,0.972,38,0.875,0.059,PotentiallyUseful
Q273,Q273_R9,Q273_R9_C7,0.982,164,0.88,0.151,PotentiallyUseful
Q273,Q273_R9,Q273_R9_C8,0.973,317,0.868,0.095,Good
Q273,Q273_R9,Q273_R9_C9,0.958,11,0.869,0.412,Good
Q273,Q273_R9,Q273_R9_C10,0.977,567,0.817,0.244,Good
Q273,Q273_R33,Q273_R33_C1,0.902,220,0.945,0.497,PotentiallyUseful
Q273,Q273_R33,Q273_R33_C2,0.862,2,0.882,0.408,Good
Q273,Q273_R33,Q273_R33_C3,0.924,245,0.897,0.274,Good
Q273,Q273_R33,Q273_R33_C4,0.941,131,0.908,0.435,Good
Q273,Q273_R33,Q273_R33_C5,0.893,206,0.916,0.414,Good
Q273,Q273_R33,Q273_R33_C6,0.939,644,0.917,0.456,PotentiallyUseful
Q273,Q273_R33,Q273_R33_C7,0.927,72,0.878,-0.014,Bad
Q273,Q273_R33,Q273_R33_C8,0.886,348,0.923,0.469,Bad
Q273,Q273_R33,Q273_R33_C9,0.967,924,0.926,0.315,PotentiallyUseful
Q273,Q273_R33,Q273_R33_C10,0.912,438,0.916,0.37,Bad
Q273,Q273_R39,Q273_R39_C1,0.882,54,0.96,0.497,Good
Q273,Q273_R39,Q273_R39_C2,0.824,28,0.979,0.705,Good
Q273,Q273_R39,Q273_R39_C3,0.958,199,0.866,-0.087,Bad
Q273,Q273_R39,Q273_R39_C4,0.881,345,0.97,0.612,Good
Q273,Q273_R39,Q273_R39_C5,0.959,43,0.953,0.454,PotentiallyUseful
Q273,Q273_R39,Q273_R39_C6,0.89,36,0.956,0.438,PotentiallyUseful
Q273,Q273_R39,Q273_R39_C7,0.854,93,0.972,0.636,PotentiallyUseful
Q273,Q273_R39,Q273_R39_C8,0.917,312,0.947,0.306,Good
Q273,Q273_R39,Q273_R39_C9,0.878,44,0.951,0.368,PotentiallyUseful
Q273,Q273_R39,Q273_R39_C10,0.931,187,0.892,0.029,Good
Q273,Q273_R56,Q273_R56_C1,0.902,277,0.947,0.427,PotentiallyUseful
Q273,Q273_R56,Q273_R56_C2,0.873,303,0.969,0.407,PotentiallyUseful
Q273,Q273_R56,Q273_R56_C3,0.844,306,0.958,0.536,Good
Q273,Q273_R56,Q273_R56_C4,0.88,254,0.94,0.413,PotentiallyUseful
Q273,Q273_R56,Q273_R56_C5,0.958,372,0.921,0.226,Bad
Q273,Q273_R56,Q273_R56_C6,0.923,226,0.932,0.362,PotentiallyUseful
Q273,Q273_R56,Q273_R56_C7,0.874,230,0.937,0.364,Bad
Q273,Q273_R56,Q273_R56_C8,0.986,399,0.875,0.318,Bad
Q273,Q273_R56,Q273_R56_C9,0.986,379,0.789,0.008,Bad
Q273,Q273_R56,Q273_R56_C10,0.986,412,0.854,0.144,Bad
Q273,Q273_R60,Q273_R60_C1,1.0,188,0.773,0.091,Bad
Q273,Q273_R60,Q273_R60_C2,0.871,16,0.972,0.577,PotentiallyUseful
Q273,Q273_R60,Q273_R60_C3,0.941,113,0.922,0.177,Bad
Q273,Q273_R60,Q273_R60_C4,0.958,51,0.922,0.438,PotentiallyUseful
Q273,Q273_R60,Q273_R60_C5,0.892,2,0.956,0.369,Bad
Q273,Q273_R60,Q273_R60_C6,0.96,88,0.887,0.008,PotentiallyUseful
Q273,Q273_R60,Q273_R60_C7,1.0,156,0.764,0.068,Bad
Q273,Q273_R60,Q273_R60_C8,0.902,148,0.891,0.61,Bad
Q273,Q273_R60,Q273_R60_C9,0.976,111,0.694,0.164,Bad
Q273,Q273_R60,Q273_R60_C10,0.961,129,0.863,0.315,Bad
Q273,Q273_R76,Q273_R76_C1,0.889,256,0.949,0.575,Good
Q273,Q273_R76,Q273_R76_C2,0.79,76,0.95,0.723,Good
Q273,Q273_R76,Q273_R76_C3,0.939,299,0.91,0.21,Bad
Q273,Q273_R76,Q273_R76_C4,0.929,260,0.94,0.356,Bad
Q273,Q273_R76,Q273_R76_C5,0.924,288,0.853,0.414,Bad
Q273,Q273_R76,Q273_R76_C6,0.816,24,0.976,0.592,Bad
Q273,Q273_R76,Q273_R76_C7,0.873,9,0.959,0.389,Bad
Q273,Q273_R76,Q273_R76_C8,0.88,119,0.921,0.461,PotentiallyUseful
Q273,Q273_R76,Q273_R76_C9,0.868,15,0.97,0.589,PotentiallyUseful
Q273,Q273_R76,Q273_R76_C10,0.878,162,0.978,0.551,Good
Q274,Q274_R1,Q274_R1_C1,0.913,19,0.933,0.508,Good
Q274,Q274_R1,Q274_R1_C2,0.882,59,0.948,0.521,Bad
Q274,Q274_R1,Q274_R1_C3,1.0,118,0.675,0.174,Bad
Q274,Q274_R1,Q274_R1_C4,0.926,512,0.934,0.547,Good
Q274,Q274_R1,Q274_R1_C5,0.917,219,0.946,0.266,Good
Q274,Q274_R1,Q274_R1_C6,0.857,17,0.944,0.456,Bad
Q274,Q274_R1,Q274_R1_C7,0.808,95,0.946,0.539,Bad
Q274,Q274_R1,Q274_R1_C8,0.967,88,0.856,-0.018,Bad
Q274,Q274_R1,Q274_R1_C9,0.909,124,0.766,0.464,Bad
Q274,Q274_R1,Q274_R1_C10,0.86,2,0.88,0.348,Good
Q274,Q274_R3,Q274_R3_C1,0.918,189,0.92,0.321,Good
Q274,Q274_R3,Q274_R3_C2,0.824,76,0.965,0.667,Good
Q274,Q274_R3,Q274_R3_C3,0.873,102,0.955,0.487,Good
Q274,Q274_R3,Q274_R3_C4,0.907,80,0.905,0.331,Good
Q274,Q274_R3,Q274_R3_C5,0.895,232,0.959,0.281,Good
Q274,Q274_R3,Q274_R3_C6,0.822,39,0.961,0.622,Good
Q274,Q274_R3,Q274_R3_C7,0.918,47,0.929,0.193,Good
Q274,Q274_R3,Q274_R3_C8,0.866,315,0.949,0.372,Good
Q274,Q274_R3,Q274_R3_C9,0.856,102,0.964,0.583,Good
Q274,Q274_R3,Q274_R3_C10,0.907,1,0.916,0.29,Bad
Q274,Q274_R7,Q274_R7_C1,1.0,81,0.828,-0.167,Good
Q274,Q274_R7,Q274_R7_C2,0.963,120,0.711,0.078,Bad
Q274,Q274_R7,Q274_R7_C3,0.935,6,0.857,0.271,Good
Q274,Q274_R7,Q274_R7_C4,0.949,62,0.864,0.395,Good
Q274,Q274_R7,Q274_R7_C5,0.984,90,0.814,-0.095,PotentiallyUseful
Q274,Q274_R7,Q274_R7_C6,0.957,375,0.872,0.159,Good
Q274,Q274_R7,Q274_R7_C7,0.97,99,0.909,0.519,PotentiallyUseful
Q274,Q274_R7,Q274_R7_C8,1.0,125,0.686,-0.1,Bad
Q274,Q274_R7,Q274_R7_C9,0.981,16,0.876,0.083,Bad
Q274,Q274_R7,Q274_R7_C10,0.981,13,0.888,0.179,Good
Q274,Q274_R20,Q274_R20_C1,0.88,100,0.937,0.435,Good
Q274,Q274_R20,Q274_R20_C2,0.854,117,0.946,0.533,PotentiallyUseful
Q274,Q274_R20,Q274_R20_C3,0.927,163,0.899,0.253,Good
Q274,Q274_R20,Q274_R20_C4,0.961,122,0.906,0.193,PotentiallyUseful
Q274,Q274_R20,Q274_R20_C5,0.974,191,0.829,0.156,Good
Q274,Q274_R20,Q274_R20_C6,0.964,86,0.922,0.365,Good
Q274,Q274_R20,Q274_R20_C7,0.921,186,0.791,0.354,Bad
Q274,Q274_R20,Q274_R20_C8,0.911,134,0.888,0.514,Bad
Q274,Q274_R20,Q274_R20_C9,0.911,134,0.888,0.514,Bad
Q274,Q274_R20,Q274_R20_C10,0.964,78,0.91,0.297,Bad
Q274,Q274_R41,Q274_R41_C1,1.0,146,0.526,-0.366,Good
Q274,Q274_R41,Q274_R41_C2,0.95,86,0.908,0.174,Good
Q274,Q274_R41,Q274_R41_C3,0.865,96,0.935,0.576,PotentiallyUseful
Q274,Q274_R41,Q274_R41_C4,0.888,326,0.927,0.24,Good
Q274,Q274_R41,Q274_R41_C5,1.0,164,0.0,-0.037,Good
Q274,Q274_R41,Q274_R41_C6,0.857,112,0.924,0.475,PotentiallyUseful
Q274,Q274_R41,Q274_R41_C7,0.943,120,0.804,0.087,Bad
Q274,Q274_R41,Q274_R41_C8,1.0,141,0.676,-0.047,Good
Q274,Q274_R41,Q274_R41_C9,0.951,94,0.783,-0.012,Bad
Q274,Q274_R41,Q274_R41_C10,0.827,2,0.954,0.469,PotentiallyUseful
Q274,Q274_R56,Q274_R56_C1,0.989,150,0.412,-0.045,PotentiallyUseful
Q274,Q274_R56,Q274_R56_C2,0.906,191,0.937,0.36,Bad
Q274,Q274_R56,Q274_R56_C3,0.925,83,0.951,0.484,Bad
Q274,Q274_R56,Q274_R56_C4,0.794,128,0.961,0.565,Bad
Q274,Q274_R56,Q274_R56_C5,0.887,38,0.912,0.377,Bad
Q274,Q274_R56,Q274_R56_C6,0.857,87,0.974,0.504,Bad
Q274,Q274_R56,Q274_R56_C7,0.984,155,0.857,0.179,Bad
Q274,Q274_R56,Q274_R56_C8,0.886,152,0.968,0.437,Bad
Q274,Q274_R56,Q274_R56_C9,0.892,109,0.943,0.401,Bad
Q274,Q274_R56,Q274_R56_C10,0.889,99,0.959,0.212,Bad
Q274,Q274_R60,Q274_R60_C1,0.906,648,0.964,0.513,Good
Q274,Q274_R60,Q274_R60_C2,0.879,317,0.976,0.574,Bad
Q274,Q274_R60,Q274_R60_C3,0.91,640,0.955,0.383,Bad
Q274,Q274_R60,Q274_R60_C4,0.935,183,0.898,0.07,Bad
Q274,Q274_R60,Q274_R60_C5,0.914,321,0.908,0.211,Good
Q274,Q274_R60,Q274_R60_C6,0.836,106,0.961,0.598,Good
Q274,Q274_R60,Q274_R60_C7,0.925,102,0.854,0.448,Good
Q274,Q274_R60,Q274_R60_C8,0.937,5,0.949,0.485,Bad
Q274,Q274_R60,Q274_R60_C9,0.898,41,0.951,0.421,Bad
Q274,Q274_R60,Q274_R60_C10,0.909,68,0.927,0.32,Bad
Q274,Q274_R61,Q274_R61_C1,0.91,191,0.952,0.385,PotentiallyUseful
Q274,Q274_R61,Q274_R61_C2,0.853,142,0.911,0.1,PotentiallyUseful
Q274,Q274_R61,Q274_R61_C3,0.847,234,0.938,0.297,PotentiallyUseful
Q274,Q274_R61,Q274_R61_C4,0.897,29,0.968,0.347,PotentiallyUseful
Q274,Q274_R61,Q274_R61_C5,0.806,59,0.974,0.475,PotentiallyUseful
Q274,Q274_R61,Q274_R61_C6,0.934,79,0.961,0.131,PotentiallyUseful
Q274,Q274_R61,Q274_R61_C7,0.909,219,0.921,0.124,Bad
Q274,Q274_R61,Q274_R61_C8,0.969,246,0.92,-0.017,Bad
Q274,Q274_R61,Q274_R61_C9,0.94,210,0.926,0.216,Bad
Q274,Q274_R61,Q274_R61_C10,1.0,281,0.605,0.029,Bad
Q274,Q274_R68,Q274_R68_C1,0.929,39,0.872,0.396,Good
Q274,Q274_R68,Q274_R68_C2,0.857,1,0.91,0.398,Bad
Q274,Q274_R68,Q274_R68_C3,0.923,30,0.891,0.263,Good
Q274,Q274_R68,Q274_R68_C4,0.951,122,0.911,0.213,PotentiallyUseful
Q274,Q274_R68,Q274_R68_C5,0.98,173,0.855,0.09,PotentiallyUseful
Q274,Q274_R68,Q274_R68_C6,0.981,614,0.903,0.426,Good
Q274,Q274_R68,Q274_R68_C7,0.932,208,0.907,0.176,PotentiallyUseful
Q274,Q274_R68,Q274_R68_C8,0.933,37,0.657,0.244,Bad
Q274,Q274_R68,Q274_R68_C9,0.965,224,0.879,0.215,PotentiallyUseful
Q274,Q274_R68,Q274_R68_C10,0.929,153,0.898,0.467,Good
Q275,Q275_R9,Q275_R9_C1,0.943,117,0.71,0.495,Good
Q275,Q275_R9,Q275_R9_C2,0.969,135,0.598,-0.093,Good
Q275,Q275_R9,Q275_R9_C3,1.0,134,0.0,-0.096,Good
Q275,Q275_R9,Q275_R9_C4,1.0,133,0.509,0.268,Good
Q275,Q275_R9,Q275_R9_C5,1.0,123,0.635,-0.043,Good
Q275,Q275_R9,Q275_R9_C6,1.0,116,0.721,0.204,Good
Q275,Q275_R9,Q275_R9_C7,0.901,120,0.948,0.595,Bad
Q275,Q275_R9,Q275_R9_C8,0.93,42,0.807,0.303,Good
Q275,Q275_R9,Q275_R9_C9,0.941,119,0.673,0.41,Good
Q275,Q275_R9,Q275_R9_C10,1.0,118,0.609,0.062,Good
Q275,Q275_R15,Q275_R15_C1,0.889,71,0.904,0.224,Good
Q275,Q275_R15,Q275_R15_C2,0.974,67,0.77,0.411,Good
Q275,Q275_R15,Q275_R15_C3,0.951,81,0.871,-0.027,Bad
Q275,Q275_R15,Q275_R15_C4,0.906,58,0.929,0.306,Good
Q275,Q275_R15,Q275_R15_C5,0.941,134,0.808,0.177,PotentiallyUseful
Q275,Q275_R15,Q275_R15_C6,1.0,62,0.753,0.088,Bad
Q275,Q275_R15,Q275_R15_C7,0.939,164,0.941,0.154,Good
Q275,Q275_R15,Q275_R15_C8,0.953,45,0.911,0.26,PotentiallyUseful
