question1_id,related_comment_id,jaccard_distance,length_difference,cosine_similarity,bigram_similarity,w2v_cosine_similarity,relevance
,Q272_R30_C7,0.929,307,0.947,1.000,0.444,0
,Q272_R30_C8,0.917,323,0.947,0.991,0.537,0
,Q272_R30_C9,0.946,368,0.888,1.000,0.305,0
,Q272_R30_C10,0.902,277,0.936,0.991,0.415,0
,Q272_R31_C1,0.904,293,0.865,1.000,0.298,1
,Q272_R31_C2,0.928,319,0.961,1.000,0.545,0
,Q272_R31_C3,0.875,293,0.955,0.973,0.684,1
,Q272_R31_C4,0.923,342,0.957,0.990,0.380,0
,Q272_R31_C5,0.838,35,0.969,0.984,0.508,1
,Q272_R31_C6,0.870,220,0.964,0.984,0.489,1
,Q272_R31_C7,0.938,213,0.932,1.000,0.333,1
,Q272_R31_C8,0.914,240,0.954,1.000,0.423,0
,Q272_R31_C9,0.947,358,0.921,1.000,0.547,0
,Q272_R31_C10,0.985,414,0.616,1.000,0.215,0
,Q272_R34_C1,0.973,376,0.854,1.000,0.397,0
,Q272_R34_C2,0.944,281,0.899,1.000,0.171,0
,Q272_R34_C3,0.964,303,0.880,1.000,-0.068,0
,Q272_R34_C4,0.875,145,0.962,0.986,0.453,0
,Q272_R34_C5,0.890,246,0.971,0.995,0.310,0
,Q272_R34_C6,1.000,416,0.723,1.000,0.086,0
,Q272_R34_C7,0.893,284,0.929,1.000,0.455,0
,Q272_R34_C8,0.920,262,0.885,1.000,0.397,0
,Q272_R34_C9,0.872,226,0.953,1.000,0.380,0
,Q272_R34_C10,0.892,137,0.965,1.000,0.274,0
,Q272_R40_C1,0.903,381,0.939,1.000,0.512,1
,Q272_R40_C2,0.838,408,0.976,0.979,0.495,1
,Q272_R40_C3,0.835,62,0.979,0.971,0.647,0
,Q272_R40_C4,0.906,53,0.980,1.000,0.594,1
,Q272_R40_C5,0.942,282,0.926,1.000,0.251,0
,Q272_R40_C6,0.903,377,0.957,0.996,0.421,1
,Q272_R40_C7,0.794,46,0.982,0.959,0.703,1
,Q272_R40_C8,0.892,157,0.958,0.992,0.396,1
,Q272_R40_C9,0.858,4,0.966,0.988,0.520,1
,Q272_R40_C10,0.934,341,0.912,1.000,0.354,0
,Q272_R51_C1,0.957,394,0.929,0.989,0.472,0
,Q272_R51_C2,0.817,167,0.967,0.993,0.528,0
,Q272_R51_C3,0.918,271,0.966,0.991,0.466,0
,Q272_R51_C4,0.986,412,0.892,1.000,0.251,0
,Q272_R51_C5,0.845,77,0.966,0.993,0.422,1
,Q272_R51_C6,0.848,139,0.961,0.985,0.587,1
,Q272_R51_C7,0.888,260,0.933,0.984,0.457,0
,Q272_R51_C8,1.000,408,0.865,1.000,0.256,0
,Q272_R51_C9,0.820,34,0.969,0.987,0.602,0
,Q272_R51_C10,0.986,403,0.899,1.000,0.561,0
,Q272_R52_C1,0.943,389,0.875,1.000,0.279,0
,Q272_R52_C2,0.847,258,0.955,0.992,0.574,1
,Q272_R52_C3,0.914,215,0.956,1.000,0.264,0
,Q272_R52_C4,0.912,180,0.948,1.000,0.338,0
,Q272_R52_C5,0.958,385,0.858,1.000,0.182,0
,Q272_R52_C6,0.939,227,0.951,1.000,0.175,0
,Q272_R52_C7,0.932,370,0.924,1.000,0.204,0
,Q272_R52_C8,0.938,330,0.934,0.990,0.171,0
,Q272_R52_C9,0.909,252,0.938,0.992,0.127,0
,Q272_R52_C10,0.936,344,0.941,1.000,0.418,0
,Q273_R3_C1,1.000,223,0.786,1.000,0.061,1
,Q273_R3_C2,0.894,232,0.935,0.993,0.297,1
,Q273_R3_C3,0.925,149,0.932,1.000,0.508,1
,Q273_R3_C4,0.960,261,0.891,1.000,0.323,0
,Q273_R3_C5,0.940,144,0.920,1.000,0.129,1
,Q273_R3_C6,0.877,4,0.936,0.990,0.348,1
,Q273_R3_C7,1.000,258,0.826,1.000,0.156,0
,Q273_R3_C8,0.902,238,0.909,0.967,0.385,0
,Q273_R3_C9,0.892,95,0.930,1.000,0.515,1
,Q273_R3_C10,0.912,98,0.934,1.000,0.303,1
,Q273_R5_C1,0.855,18,0.963,0.991,0.501,1
,Q273_R5_C2,0.912,588,0.971,1.000,0.451,1
,Q273_R5_C3,0.884,107,0.936,1.000,0.322,0
,Q273_R5_C4,0.903,155,0.953,0.987,0.352,0
,Q273_R5_C5,0.881,28,0.933,1.000,0.414,0
,Q273_R5_C6,0.888,84,0.956,0.983,0.255,1
,Q273_R5_C7,0.918,729,0.968,0.996,0.382,1
,Q273_R5_C8,0.980,250,0.906,1.000,0.316,1
,Q273_R5_C9,0.897,153,0.956,1.000,0.414,0
,Q273_R5_C10,0.913,128,0.962,1.000,0.457,1
,Q273_R7_C1,0.946,196,0.911,1.000,0.226,1
,Q273_R7_C2,0.961,242,0.810,1.000,0.107,1
,Q273_R7_C3,0.937,179,0.902,1.000,0.210,0
,Q273_R7_C4,0.914,53,0.964,1.000,0.056,0
,Q273_R7_C5,0.882,412,0.966,0.989,0.513,0
,Q273_R7_C6,0.958,131,0.937,1.000,0.132,0
,Q273_R7_C7,0.916,48,0.951,1.000,0.137,0
,Q273_R7_C8,0.881,322,0.955,1.000,0.397,0
,Q273_R7_C9,0.937,237,0.948,1.000,0.191,0
,Q273_R7_C10,0.886,111,0.962,1.000,0.344,0
,Q273_R8_C1,0.918,97,0.938,1.000,0.383,1
,Q273_R8_C2,0.979,262,0.728,1.000,0.088,0
,Q273_R8_C3,0.909,64,0.945,1.000,0.255,0
,Q273_R8_C4,0.939,265,0.857,1.000,0.409,0
,Q273_R8_C5,0.892,271,0.945,0.994,0.295,1
,Q273_R8_C6,0.947,105,0.943,1.000,0.374,1
,Q273_R8_C7,0.915,618,0.956,1.000,0.204,1
,Q273_R8_C8,0.892,157,0.967,0.993,0.452,1
,Q273_R8_C9,0.913,9,0.941,1.000,0.423,1
,Q273_R8_C10,0.865,243,0.964,0.979,0.427,1
,Q273_R9_C1,0.912,2,0.950,1.000,0.135,1
,Q273_R9_C2,0.967,184,0.907,1.000,0.119,0
,Q273_R9_C3,0.944,118,0.906,1.000,0.132,1
,Q273_R9_C4,0.964,233,0.926,1.000,0.227,0
,Q273_R9_C5,0.911,653,0.955,1.000,0.168,0
,Q273_R9_C6,0.923,176,0.920,1.000,0.107,0
,Q273_R9_C7,0.901,50,0.933,1.000,0.280,0
,Q273_R9_C8,0.911,103,0.961,0.992,0.242,0
,Q273_R9_C9,0.945,225,0.912,1.000,0.210,0
,Q273_R9_C10,0.929,353,0.914,1.000,0.084,0
,Q273_R33_C1,0.874,21,0.970,1.000,0.365,0
,Q273_R33_C2,0.951,197,0.914,1.000,0.325,0
,Q273_R33_C3,0.891,46,0.955,0.992,0.352,0
,Q273_R33_C4,0.882,68,0.951,0.990,0.422,0
,Q273_R33_C5,0.931,7,0.961,1.000,0.363,0
,Q273_R33_C6,0.883,445,0.973,0.985,0.417,0
,Q273_R33_C7,0.913,127,0.943,1.000,0.261,0
,Q273_R33_C8,0.888,149,0.972,1.000,0.323,0
,Q273_R33_C9,0.887,725,0.972,0.996,0.361,0
,Q273_R33_C10,0.897,239,0.969,1.000,0.453,0
,Q273_R39_C1,0.849,76,0.977,1.000,0.569,1
,Q273_R39_C2,0.914,50,0.959,1.000,0.428,1
,Q273_R39_C3,0.982,221,0.831,1.000,0.153,1
,Q273_R39_C4,0.860,323,0.967,0.988,0.478,1
,Q273_R39_C5,0.923,65,0.965,1.000,0.325,1
,Q273_R39_C6,0.887,58,0.930,1.000,0.324,0
,Q273_R39_C7,0.879,71,0.959,0.976,0.586,1
,Q273_R39_C8,0.864,290,0.969,0.988,0.442,1
,Q273_R39_C9,0.901,22,0.938,0.984,0.105,0
,Q273_R39_C10,0.886,165,0.938,0.993,0.209,1
,Q273_R56_C1,0.892,126,0.956,1.000,0.422,0
,Q273_R56_C2,0.908,152,0.967,1.000,0.462,0
,Q273_R56_C3,0.908,155,0.951,1.000,0.240,0
,Q273_R56_C4,0.897,103,0.929,1.000,0.471,0
,Q273_R56_C5,0.944,221,0.914,1.000,0.314,0
,Q273_R56_C6,0.919,75,0.934,1.000,0.355,0
,Q273_R56_C7,0.841,79,0.949,0.968,0.487,0
,Q273_R56_C8,0.981,248,0.859,1.000,0.137,0
,Q273_R56_C9,0.981,228,0.815,1.000,0.059,0
,Q273_R56_C10,0.981,261,0.854,1.000,0.317,0
,Q273_R60_C1,0.979,267,0.756,1.000,-0.083,0
,Q273_R60_C2,0.962,95,0.922,0.989,0.376,0
,Q273_R60_C3,0.968,192,0.909,1.000,0.118,0
,Q273_R60_C4,0.910,28,0.930,1.000,0.294,0
,Q273_R60_C5,0.878,81,0.948,1.000,0.309,0
,Q273_R60_C6,0.901,9,0.923,1.000,0.056,0
,Q273_R60_C7,1.000,235,0.770,1.000,-0.079,0
,Q273_R60_C8,0.963,227,0.835,1.000,0.227,0
,Q273_R60_C9,0.981,190,0.686,1.000,0.006,0
,Q273_R60_C10,0.915,208,0.834,1.000,0.159,0
,Q273_R76_C1,0.887,167,0.939,1.000,0.399,0
,Q273_R76_C2,0.906,165,0.931,0.993,0.276,0
,Q273_R76_C3,0.927,210,0.936,1.000,0.153,0
,Q273_R76_C4,0.933,171,0.908,0.986,0.201,0
,Q273_R76_C5,0.966,199,0.829,1.000,0.120,0
,Q273_R76_C6,0.929,65,0.944,1.000,0.259,0
,Q273_R76_C7,0.870,98,0.955,0.992,0.431,0
,Q273_R76_C8,0.892,30,0.940,1.000,0.324,0
,Q273_R76_C9,0.921,104,0.959,0.993,0.380,0
,Q273_R76_C10,0.934,73,0.962,1.000,0.501,0
,Q274_R1_C1,0.932,220,0.933,1.000,0.444,1
,Q274_R1_C2,0.907,298,0.944,0.990,0.552,0
,Q274_R1_C3,1.000,357,0.737,1.000,0.087,0
,Q274_R1_C4,0.858,273,0.957,0.995,0.471,1
,Q274_R1_C5,0.827,20,0.967,0.987,0.388,1
,Q274_R1_C6,0.878,222,0.937,1.000,0.544,0
,Q274_R1_C7,0.848,144,0.950,0.985,0.589,0
,Q274_R1_C8,0.973,327,0.866,1.000,0.276,0
,Q274_R1_C9,0.985,363,0.735,1.000,0.216,0
,Q274_R1_C10,0.838,237,0.888,0.991,0.420,1
,Q274_R3_C1,0.922,301,0.940,1.000,0.537,1
,Q274_R3_C2,0.818,188,0.970,0.976,0.615,1
,Q274_R3_C3,0.845,214,0.958,0.992,0.584,1
,Q274_R3_C4,0.935,192,0.911,1.000,0.206,1
,Q274_R3_C5,0.873,120,0.976,0.994,0.367,1
,Q274_R3_C6,0.856,151,0.968,1.000,0.610,1
,Q274_R3_C7,0.910,65,0.936,1.000,0.225,1
,Q274_R3_C8,0.866,203,0.956,0.995,0.359,1
,Q274_R3_C9,0.847,10,0.967,0.994,0.598,1
,Q274_R3_C10,0.912,111,0.908,0.993,0.318,1
,Q274_R7_C1,0.905,153,0.931,0.992,0.244,1
,Q274_R7_C2,0.970,354,0.744,1.000,0.241,0
,Q274_R7_C3,0.889,228,0.942,1.000,0.565,1
,Q274_R7_C4,0.877,296,0.945,1.000,0.674,1
,Q274_R7_C5,0.927,144,0.935,1.000,0.273,1
,Q274_R7_C6,0.819,141,0.967,0.995,0.661,1
,Q274_R7_C7,0.958,333,0.878,1.000,0.384,0
,Q274_R7_C8,0.985,359,0.791,1.000,0.265,1
,Q274_R7_C9,0.894,218,0.955,0.982,0.321,1
,Q274_R7_C10,0.871,221,0.962,0.991,0.541,1
,Q274_R12_C1,0.887,132,0.945,1.000,0.399,0
,Q274_R12_C2,0.975,256,0.706,1.000,0.204,0
,Q274_R12_C3,0.947,318,0.930,1.000,0.612,0
,Q274_R12_C4,0.856,122,0.970,1.000,0.588,0
,Q274_R12_C5,0.959,325,0.890,1.000,0.479,0
,Q274_R12_C6,0.876,106,0.947,1.000,0.491,1
,Q274_R12_C7,0.914,145,0.956,1.000,0.481,0
,Q274_R12_C8,0.865,185,0.955,1.000,0.553,1
,Q274_R12_C9,0.924,265,0.912,0.981,0.466,0
,Q274_R12_C10,0.949,292,0.900,1.000,0.190,0
,Q274_R20_C1,0.927,253,0.893,1.000,0.317,0
,Q274_R20_C2,0.939,270,0.932,1.000,0.258,0
,Q274_R20_C3,0.944,316,0.900,1.000,0.102,0
,Q274_R20_C4,0.976,275,0.899,1.000,-0.137,0
,Q274_R20_C5,0.986,344,0.745,1.000,-0.097,0
,Q274_R20_C6,0.875,239,0.913,1.000,0.293,0
,Q274_R20_C7,0.957,339,0.819,1.000,0.279,0
,Q274_R20_C8,0.934,287,0.917,0.980,0.526,0
,Q274_R20_C9,0.934,287,0.917,0.980,0.526,0
,Q274_R20_C10,0.929,231,0.947,1.000,0.413,0
,Q274_R41_C1,1.000,351,0.529,1.000,-0.325,1
,Q274_R41_C2,0.947,291,0.932,1.000,0.258,1
,Q274_R41_C3,0.933,301,0.947,1.000,0.561,1
,Q274_R41_C4,0.858,121,0.946,0.994,0.286,1
,Q274_R41_C5,1.000,369,0.000,1.000,0.007,1
,Q274_R41_C6,0.932,317,0.912,1.000,0.264,1
,Q274_R41_C7,0.958,325,0.875,1.000,0.325,0
,Q274_R41_C8,0.971,346,0.671,1.000,-0.052,1
,Q274_R41_C9,0.934,299,0.838,1.000,0.195,0
,Q274_R41_C10,0.821,203,0.972,0.992,0.539,1
,Q274_R56_C1,0.990,61,0.409,1.000,-0.075,1
,Q274_R56_C2,0.926,280,0.949,1.000,0.372,0
,Q274_R56_C3,0.904,172,0.962,0.992,0.511,0
,Q274_R56_C4,0.875,217,0.960,0.992,0.520,0
,Q274_R56_C5,0.896,127,0.906,0.992,0.149,0
,Q274_R56_C6,0.848,2,0.966,0.988,0.414,0
,Q274_R56_C7,0.962,244,0.880,1.000,0.341,0
,Q274_R56_C8,0.895,241,0.961,1.000,0.519,0
,Q274_R56_C9,0.875,198,0.949,1.000,0.463,0
,Q274_R56_C10,0.876,10,0.969,0.988,0.271,0
,Q274_R60_C1,0.858,442,0.972,0.984,0.453,0
,Q274_R60_C2,0.876,111,0.973,0.995,0.523,0
,Q274_R60_C3,0.867,434,0.971,0.988,0.301,0
,Q274_R60_C4,0.895,23,0.910,0.993,0.006,0
,Q274_R60_C5,0.902,115,0.893,0.994,0.028,0
,Q274_R60_C6,0.902,100,0.960,0.993,0.306,0
,Q274_R60_C7,0.945,308,0.799,1.000,0.037,0
,Q274_R60_C8,0.890,201,0.953,1.000,0.437,0
,Q274_R60_C9,0.900,247,0.970,1.000,0.568,0
,Q274_R60_C10,0.949,274,0.923,1.000,0.217,0
,Q274_R61_C1,0.951,270,0.938,1.000,0.377,0
,Q274_R61_C2,0.833,221,0.924,0.983,0.289,0
,Q274_R61_C3,0.919,313,0.923,1.000,0.285,0
,Q274_R61_C4,0.867,108,0.971,1.000,0.408,0
,Q274_R61_C5,0.882,20,0.956,0.987,0.551,0
,Q274_R61_C6,0.899,158,0.964,0.992,0.046,0
,Q274_R61_C7,0.923,298,0.932,1.000,0.181,0
,Q274_R61_C8,0.946,325,0.916,1.000,0.163,0
,Q274_R61_C9,0.922,289,0.923,1.000,0.399,0
,Q274_R61_C10,1.000,360,0.654,1.000,0.074,0
,Q274_R68_C1,0.951,284,0.908,0.990,0.307,1
,Q274_R68_C2,0.961,322,0.928,1.000,0.376,0
,Q274_R68_C3,0.936,293,0.937,1.000,0.339,1
,Q274_R68_C4,0.874,201,0.948,0.983,0.333,1
,Q274_R68_C5,0.874,150,0.936,1.000,0.204,1
,Q274_R68_C6,0.858,291,0.962,0.996,0.373,1
,Q274_R68_C7,0.891,115,0.965,1.000,0.411,1
,Q274_R68_C8,0.986,360,0.678,1.000,0.183,0
,Q274_R68_C9,0.871,99,0.960,1.000,0.256,1
,Q274_R68_C10,0.864,170,0.945,0.992,0.416,1
,Q275_R9_C1,0.975,260,0.608,1.000,0.231,0
,Q275_R9_C2,1.000,278,0.567,1.000,-0.166,0
,Q275_R9_C3,1.000,277,0.000,1.000,-0.096,0
,Q275_R9_C4,1.000,276,0.581,1.000,0.263,0
,Q275_R9_C5,0.974,266,0.631,1.000,0.046,0
,Q275_R9_C6,1.000,259,0.660,1.000,0.098,0
,Q275_R9_C7,0.935,23,0.889,1.000,0.345,0
,Q275_R9_C8,0.958,185,0.690,1.000,0.188,0
,Q275_R9_C9,0.974,262,0.568,1.000,0.304,0
,Q275_R9_C10,1.000,261,0.619,1.000,-0.045,0
,Q275_R15_C1,0.943,183,0.878,1.000,0.022,1
,Q275_R15_C2,0.953,179,0.726,1.000,0.262,1
,Q275_R15_C3,0.979,193,0.836,1.000,0.014,0
,Q275_R15_C4,0.944,54,0.880,1.000,0.297,1
,Q275_R15_C5,1.000,246,0.780,1.000,0.080,1
,Q275_R15_C6,0.980,174,0.770,1.000,0.214,0
,Q275_R15_C7,0.919,52,0.874,0.991,0.076,1
,Q275_R15_C8,0.957,67,0.884,1.000,0.276,1
,Q275_R15_C9,0.919,372,0.891,1.000,0.179,1
,Q275_R15_C10,0.873,24,0.897,1.000,0.276,1
,Q275_R16_C1,0.976,256,0.821,1.000,0.237,0
,Q275_R16_C2,0.952,147,0.891,1.000,0.279,0
,Q275_R16_C3,0.958,201,0.828,1.000,0.075,0
,Q275_R16_C4,0.982,180,0.855,1.000,0.219,0
,Q275_R16_C5,1.000,263,0.822,1.000,0.228,0
,Q275_R16_C6,0.964,39,0.843,1.000,0.038,0
,Q275_R16_C7,0.982,171,0.877,1.000,0.304,0
,Q275_R16_C8,0.920,21,0.871,0.990,0.188,0
,Q275_R16_C9,0.957,237,0.873,1.000,0.202,0
,Q275_R16_C10,1.000,261,0.847,1.000,0.309,0
,Q275_R24_C1,0.948,162,0.868,1.000,0.116,0
,Q275_R24_C2,0.915,40,0.906,1.000,0.282,0
,Q275_R24_C3,0.897,83,0.915,0.977,0.346,0
,Q275_R24_C4,0.917,417,0.913,0.989,0.288,0
,Q275_R24_C5,0.985,67,0.886,1.000,0.207,0
,Q275_R24_C6,0.953,130,0.880,1.000,0.214,0
,Q275_R24_C7,0.946,47,0.861,1.000,0.053,0
,Q275_R24_C8,0.938,211,0.879,1.000,0.371,0
,Q275_R24_C9,0.953,238,0.856,1.000,0.169,0
,Q275_R24_C10,0.923,100,0.872,0.988,0.158,0
,Q275_R27_C1,0.934,37,0.847,1.000,-0.000,1
,Q275_R27_C2,0.980,185,0.786,1.000,0.029,1
,Q275_R27_C3,0.911,208,0.809,1.000,0.127,0
,Q275_R27_C4,0.958,196,0.824,1.000,0.142,0
,Q275_R27_C5,0.954,120,0.886,1.000,0.194,0
,Q275_R27_C6,0.957,82,0.880,1.000,0.164,0
,Q275_R27_C7,0.909,93,0.882,1.000,0.320,0
,Q275_R27_C8,0.975,258,0.833,1.000,0.388,0
,Q275_R27_C9,0.933,70,0.877,0.991,0.007,1
,Q275_R27_C10,0.970,78,0.810,1.000,0.009,1
,Q275_R32_C1,0.976,241,0.569,1.000,0.082,0
,Q275_R32_C2,0.981,184,0.845,1.000,0.081,0
,Q275_R32_C3,0.947,155,0.874,1.000,0.281,1
,Q275_R32_C4,0.912,139,0.896,1.000,0.261,1
,Q275_R32_C5,0.951,249,0.781,1.000,0.224,0
,Q275_R32_C6,0.978,224,0.849,1.000,0.237,1
,Q275_R32_C7,0.966,130,0.856,1.000,0.100,0
,Q275_R32_C8,0.923,232,0.887,1.000,0.150,0
,Q275_R32_C9,0.968,66,0.822,1.000,0.243,0
,Q275_R32_C10,0.873,118,0.862,0.987,0.174,0
,Q275_R34_C1,0.920,33,0.873,1.000,0.112,0
,Q275_R34_C2,0.872,204,0.873,0.967,0.300,0
,Q275_R34_C3,0.963,723,0.873,1.000,0.212,1
,Q275_R34_C4,0.940,723,0.905,0.992,0.301,0
,Q275_R34_C5,0.938,137,0.874,1.000,0.189,1
,Q275_R34_C6,0.903,723,0.901,0.996,0.275,1
,Q275_R34_C7,0.892,113,0.888,0.964,0.248,0
,Q275_R34_C8,0.937,622,0.902,0.996,0.352,1
,Q275_R34_C9,0.906,104,0.889,0.985,0.362,0
,Q275_R34_C10,0.938,196,0.891,1.000,0.268,0
,Q275_R38_C1,1.000,202,0.880,1.000,0.329,0
,Q275_R38_C2,0.923,186,0.874,1.000,0.333,0
,Q275_R38_C3,0.908,82,0.895,0.988,0.097,1
,Q275_R38_C4,0.945,165,0.843,1.000,-0.001,0
,Q275_R38_C5,0.933,6,0.888,1.000,0.125,1
,Q275_R38_C6,0.943,574,0.896,1.000,0.329,0
,Q275_R38_C7,0.962,27,0.900,1.000,0.288,0
,Q275_R38_C8,0.875,194,0.883,0.967,0.290,0
,Q275_R38_C9,0.875,194,0.883,0.967,0.290,0
,Q275_R38_C10,0.896,199,0.890,0.966,0.334,0
,Q275_R44_C1,1.000,270,0.704,1.000,-0.046,0
,Q275_R44_C2,0.944,181,0.863,1.000,0.156,0
,Q275_R44_C3,1.000,224,0.807,1.000,-0.169,0
,Q275_R44_C4,0.955,230,0.868,1.000,0.248,0
,Q275_R44_C5,0.980,230,0.905,1.000,0.256,0
,Q275_R44_C6,0.951,113,0.850,1.000,-0.074,0
,Q275_R44_C7,1.000,131,0.807,1.000,0.091,0
,Q275_R44_C8,0.980,229,0.836,1.000,0.256,0
,Q275_R44_C9,1.000,272,0.681,1.000,0.025,0
,Q275_R44_C10,0.980,203,0.821,1.000,0.122,0
,Q275_R48_C1,0.937,126,0.880,0.987,0.257,0
,Q275_R48_C2,0.924,179,0.895,0.985,0.390,0
,Q275_R48_C3,0.904,44,0.909,1.000,0.366,0
,Q275_R48_C4,0.899,3,0.916,1.000,0.135,0
,Q275_R48_C5,0.954,120,0.887,1.000,0.280,0
,Q275_R48_C6,0.934,78,0.895,0.992,0.153,0
,Q275_R48_C7,0.923,27,0.888,0.991,0.321,0
,Q275_R48_C8,0.908,259,0.908,0.994,0.360,0
,Q275_R48_C9,0.909,9,0.884,0.990,0.253,0
,Q275_R48_C10,0.889,217,0.909,0.993,0.329,0
,Q276_R6_C1,0.897,237,0.955,1.000,0.479,0
,Q276_R6_C2,0.952,190,0.889,1.000,-0.086,0
,Q276_R6_C3,1.000,238,0.824,1.000,0.210,0
,Q276_R6_C4,1.000,231,0.863,1.000,0.081,0
,Q276_R6_C5,0.873,83,0.954,1.000,0.363,0
,Q276_R6_C6,0.983,234,0.755,1.000,0.366,0
,Q276_R6_C7,0.953,217,0.838,1.000,0.207,0
,Q276_R6_C8,0.911,71,0.877,0.991,0.187,0
,Q276_R6_C9,0.890,135,0.949,0.993,0.207,0
,Q276_R6_C10,0.899,70,0.913,1.000,0.134,0
,Q276_R8_C1,0.866,80,0.524,1.000,0.351,1
,Q276_R8_C2,0.894,239,0.931,0.988,0.416,0
,Q276_R8_C3,0.931,227,0.924,0.987,0.311,0
,Q276_R8_C4,0.919,131,0.934,1.000,0.406,1
,Q276_R8_C5,1.000,246,0.782,1.000,0.054,0
,Q276_R8_C6,0.932,122,0.904,1.000,0.230,0
,Q276_R8_C7,0.929,150,0.922,1.000,0.220,0
,Q276_R8_C8,0.938,178,0.934,1.000,0.328,0
,Q276_R8_C9,0.894,35,0.939,1.000,0.317,1
,Q276_R8_C10,0.940,191,0.907,1.000,0.186,0
,Q276_R11_C1,0.883,90,0.942,0.980,0.425,0
,Q276_R11_C2,0.915,618,0.927,0.992,0.280,0
,Q276_R11_C3,0.984,220,0.876,1.000,0.279,0
,Q276_R11_C4,0.984,201,0.837,1.000,0.111,0
,Q276_R11_C5,0.967,226,0.833,0.987,0.311,0
,Q276_R11_C6,0.844,166,0.932,0.981,0.261,0
,Q276_R11_C7,0.922,190,0.887,0.988,0.377,0
,Q276_R11_C8,0.968,205,0.884,1.000,0.260,0
,Q276_R11_C9,0.973,123,0.849,1.000,0.113,0
,Q276_R11_C10,0.899,271,0.949,0.994,0.283,0
,Q276_R18_C1,0.984,190,0.771,1.000,-0.187,0
,Q276_R18_C2,0.981,262,0.829,1.000,0.159,0
,Q276_R18_C3,1.000,262,0.779,1.000,0.003,0
,Q276_R18_C4,1.000,262,0.779,1.000,0.003,0
,Q276_R18_C5,0.929,98,0.925,1.000,-0.007,0
,Q276_R18_C6,0.956,94,0.580,1.000,-0.006,0
,Q276_R18_C7,0.981,258,0.844,1.000,0.124,0
,Q276_R18_C8,0.878,47,0.931,1.000,0.282,0
,Q276_R18_C9,0.981,201,0.289,1.000,-0.300,0
,Q276_R18_C10,1.000,86,0.383,1.000,-0.153,0
,Q276_R24_C1,0.981,255,0.786,1.000,0.184,0
,Q276_R24_C2,0.940,178,0.859,1.000,0.062,0
,Q276_R24_C3,0.948,232,0.886,1.000,0.057,0
,Q276_R24_C4,0.965,231,0.806,1.000,0.212,0
,Q276_R24_C5,0.904,118,0.933,1.000,0.132,0
,Q276_R24_C6,0.885,268,0.942,1.000,0.370,0
,Q276_R24_C7,0.935,20,0.903,1.000,0.067,0
,Q276_R24_C8,0.897,70,0.931,1.000,0.210,0
,Q276_R24_C9,0.901,166,0.937,0.993,0.146,0
,Q276_R24_C10,0.916,256,0.939,1.000,0.197,0
,Q276_R26_C1,0.904,26,0.941,1.000,0.110,0
,Q276_R26_C2,0.938,192,0.932,1.000,0.274,0
,Q276_R26_C3,0.908,51,0.931,1.000,0.264,0
,Q276_R26_C4,0.889,63,0.947,0.991,0.380,0
,Q276_R26_C5,0.886,12,0.943,1.000,0.275,0
,Q276_R26_C6,0.887,450,0.944,1.000,0.355,0
,Q276_R26_C7,0.904,122,0.922,0.990,0.016,0
,Q276_R26_C8,0.882,154,0.946,0.993,0.342,0
,Q276_R26_C9,0.890,730,0.955,0.989,0.365,0
,Q276_R26_C10,0.872,244,0.926,0.988,0.215,0
,Q276_R27_C1,0.914,159,0.938,1.000,0.467,0
,Q276_R27_C2,0.907,119,0.943,0.980,0.380,0
,Q276_R27_C3,0.919,121,0.941,1.000,0.251,0
,Q276_R27_C4,0.904,300,0.950,0.994,0.280,0
,Q276_R27_C5,0.944,163,0.870,1.000,0.137,0
,Q276_R27_C6,0.906,34,0.951,0.992,0.454,0
,Q276_R27_C7,0.937,204,0.882,1.000,0.276,0
,Q276_R27_C8,0.896,39,0.948,0.981,0.314,0
,Q276_R27_C9,0.903,530,0.963,0.981,0.341,0
,Q276_R27_C10,0.901,33,0.941,1.000,0.270,0
,Q276_R32_C1,0.925,91,0.927,0.991,0.152,0
,Q276_R32_C2,0.932,127,0.923,1.000,0.169,0
,Q276_R32_C3,0.928,139,0.912,1.000,0.094,0
,Q276_R32_C4,0.983,233,0.862,1.000,0.103,0
,Q276_R32_C5,0.907,3,0.936,0.983,0.111,0
,Q276_R32_C6,0.931,125,0.921,0.989,0.240,0
,Q276_R32_C7,0.911,88,0.909,1.000,0.153,0
,Q276_R32_C8,1.000,255,0.651,1.000,0.014,0
,Q276_R32_C9,0.917,211,0.866,0.987,0.200,0
,Q276_R32_C10,0.948,215,0.881,1.000,0.231,0
,Q276_R36_C1,0.941,175,0.892,1.000,0.208,0
,Q276_R36_C2,0.881,34,0.933,1.000,0.208,0
,Q276_R36_C3,0.896,338,0.959,1.000,0.346,0
,Q276_R36_C4,0.970,187,0.792,1.000,0.051,0
,Q276_R36_C5,0.973,153,0.906,1.000,0.037,0
,Q276_R36_C6,0.899,137,0.903,1.000,0.145,0
,Q276_R36_C7,0.929,162,0.906,0.989,0.108,0
,Q276_R36_C8,0.918,151,0.939,0.994,0.070,0
,Q276_R36_C9,0.943,163,0.924,1.000,0.021,0
,Q276_R36_C10,0.952,200,0.878,1.000,-0.060,0
,Q276_R37_C1,0.948,220,0.838,1.000,-0.124,0
,Q276_R37_C2,0.983,233,0.856,1.000,0.122,0
,Q276_R37_C3,0.885,5,0.931,1.000,0.289,0
,Q276_R37_C4,0.884,730,0.934,1.000,0.258,0
