id,question1_id,question2_id,jaccard_distance,length_difference,cosine_similarity,relevance
2185,Q169,Q169_R53,0.824,69,0.763,0
2186,Q169,Q169_R71,0.892,68,0.605,0
2187,Q169,Q169_R73,0.93,66,0.57,1
2188,Q169,Q169_R87,0.894,279,0.667,0
2189,Q170,Q170_R3,0.857,7,0.704,1
2190,Q170,Q170_R20,0.859,172,0.834,1
2191,Q170,Q170_R24,0.866,24,0.786,1
2192,Q170,Q170_R28,0.881,202,0.677,0
2193,Q170,Q170_R29,0.929,149,0.77,1
2194,Q170,Q170_R30,0.908,189,0.81,1
2195,Q170,Q170_R33,0.895,4,0.797,0
2196,Q170,Q170_R36,0.879,21,0.638,0
2197,Q170,Q170_R41,0.864,4,0.78,1
2198,Q170,Q170_R45,0.933,29,0.77,1
2199,Q171,Q171_R9,0.903,141,0.75,0
2200,Q171,Q171_R13,0.931,184,0.773,0
2201,Q171,Q171_R14,0.97,12,0.705,0
2202,Q171,Q171_R16,0.927,170,0.671,0
2203,Q171,Q171_R20,0.897,66,0.631,0
2204,Q171,Q171_R21,0.938,114,0.826,0
2205,Q171,Q171_R23,0.892,16,0.689,0
2206,Q171,Q171_R33,0.932,101,0.742,0
2207,Q171,Q171_R34,0.943,20,0.749,0
2208,Q171,Q171_R36,0.886,133,0.628,0
2209,Q172,Q172_R3,0.939,36,0.519,1
2210,Q172,Q172_R12,0.959,163,0.742,0
2211,Q172,Q172_R17,0.95,232,0.736,0
2212,Q172,Q172_R21,0.954,31,0.74,0
2213,Q172,Q172_R22,0.915,205,0.815,0
2214,Q172,Q172_R24,0.91,167,0.732,0
2215,Q172,Q172_R44,0.955,275,0.812,0
2216,Q172,Q172_R47,0.958,274,0.768,0
2217,Q172,Q172_R49,0.963,0,0.49,0
2218,Q172,Q172_R52,0.905,225,0.708,1
2219,Q173,Q173_R3,0.954,67,0.709,1
2220,Q173,Q173_R11,0.872,3,0.884,1
2221,Q173,Q173_R17,0.97,48,0.722,1
2222,Q173,Q173_R20,0.863,182,0.867,1
2223,Q173,Q173_R36,0.85,28,0.796,0
2224,Q173,Q173_R47,0.86,61,0.894,0
2225,Q173,Q173_R52,0.838,49,0.827,0
2226,Q173,Q173_R55,0.867,94,0.892,1
2227,Q173,Q173_R58,0.894,22,0.819,0
2228,Q173,Q173_R62,0.835,48,0.856,1
2229,Q174,Q174_R1,0.887,137,0.868,1
2230,Q174,Q174_R5,0.893,133,0.878,1
2231,Q174,Q174_R6,0.857,55,0.808,1
2232,Q174,Q174_R13,0.849,38,0.855,1
2233,Q174,Q174_R22,0.825,29,0.875,1
2234,Q174,Q174_R47,0.857,91,0.742,0
2235,Q174,Q174_R51,0.821,10,0.822,1
2236,Q174,Q174_R54,0.857,49,0.73,0
2237,Q174,Q174_R74,0.867,215,0.837,0
2238,Q174,Q174_R82,0.805,257,0.866,1
2239,Q175,Q175_R4,0.897,42,0.816,1
2240,Q175,Q175_R8,0.868,186,0.791,1
2241,Q175,Q175_R9,0.881,115,0.81,1
2242,Q175,Q175_R17,0.88,15,0.848,1
2243,Q175,Q175_R23,0.866,67,0.74,1
2244,Q175,Q175_R25,0.884,200,0.817,0
2245,Q175,Q175_R32,0.922,220,0.829,1
2246,Q175,Q175_R38,0.89,189,0.799,1
2247,Q175,Q175_R40,0.957,229,0.751,0
2248,Q175,Q175_R57,0.861,139,0.862,0
2249,Q176,Q176_R19,0.855,43,0.816,1
2250,Q176,Q176_R24,0.968,148,0.539,1
2251,Q176,Q176_R26,0.865,212,0.845,0
2252,Q176,Q176_R46,0.904,120,0.816,1
2253,Q176,Q176_R50,0.917,11,0.848,0
2254,Q176,Q176_R58,0.885,167,0.805,0
2255,Q176,Q176_R59,0.869,85,0.817,0
2256,Q176,Q176_R64,0.881,165,0.862,1
2257,Q176,Q176_R68,0.907,191,0.854,0
2258,Q176,Q176_R72,0.898,103,0.829,0
2259,Q177,Q177_R12,0.921,13,0.422,0
2260,Q177,Q177_R33,0.897,363,0.771,0
2261,Q177,Q177_R35,0.939,352,0.74,0
2262,Q177,Q177_R45,0.933,91,0.7,0
2263,Q177,Q177_R47,0.913,163,0.754,0
2264,Q177,Q177_R52,0.931,335,0.784,0
2265,Q177,Q177_R62,0.933,174,0.779,0
2266,Q177,Q177_R67,0.962,300,0.75,0
2267,Q177,Q177_R68,0.938,297,0.622,0
2268,Q177,Q177_R70,0.918,26,0.652,0
2269,Q178,Q178_R19,0.895,287,0.777,1
2270,Q178,Q178_R28,0.873,155,0.809,1
2271,Q178,Q178_R29,0.825,47,0.658,1
2272,Q178,Q178_R31,0.929,208,0.766,0
2273,Q178,Q178_R32,0.9,87,0.431,1
2274,Q178,Q178_R36,0.847,261,0.845,0
2275,Q178,Q178_R43,0.884,212,0.794,0
2276,Q178,Q178_R46,0.922,17,0.779,0
2277,Q178,Q178_R49,0.859,254,0.776,1
2278,Q178,Q178_R50,0.895,186,0.774,0
2279,Q179,Q179_R7,0.922,32,0.659,0
2280,Q179,Q179_R9,0.88,228,0.78,1
2281,Q179,Q179_R21,0.878,76,0.788,0
2282,Q179,Q179_R32,0.911,82,0.73,0
2283,Q179,Q179_R37,0.901,206,0.815,0
2284,Q179,Q179_R39,0.883,188,0.876,0
2285,Q179,Q179_R47,0.903,226,0.856,0
2286,Q179,Q179_R49,0.896,268,0.796,0
2287,Q179,Q179_R51,0.94,91,0.774,0
2288,Q179,Q179_R56,0.911,160,0.865,0
2289,Q180,Q180_R3,0.878,382,0.752,1
2290,Q180,Q180_R4,0.886,80,0.628,0
2291,Q180,Q180_R7,0.851,99,0.585,1
2292,Q180,Q180_R16,0.919,15,0.593,0
2293,Q180,Q180_R20,0.911,266,0.676,1
2294,Q180,Q180_R22,0.9,93,0.69,0
2295,Q180,Q180_R28,0.896,262,0.726,0
2296,Q180,Q180_R30,0.932,257,0.557,0
2297,Q180,Q180_R32,0.931,109,0.588,0
2298,Q180,Q180_R33,0.942,72,0.587,0
2299,Q181,Q181_R10,0.871,191,0.878,0
2300,Q181,Q181_R11,0.844,178,0.877,1
2301,Q181,Q181_R17,0.871,69,0.855,0
2302,Q181,Q181_R37,0.795,194,0.862,1
2303,Q181,Q181_R51,0.863,232,0.851,0
2304,Q181,Q181_R54,0.827,208,0.846,1
2305,Q181,Q181_R60,0.839,216,0.745,1
2306,Q181,Q181_R65,0.859,99,0.872,1
2307,Q181,Q181_R85,0.865,221,0.757,0
2308,Q181,Q181_R93,0.788,20,0.923,0
2309,Q182,Q182_R7,0.928,249,0.734,0
2310,Q182,Q182_R14,0.918,313,0.706,0
2311,Q182,Q182_R17,0.895,308,0.729,0
2312,Q182,Q182_R21,0.932,151,0.746,0
2313,Q182,Q182_R24,0.895,69,0.747,0
2314,Q182,Q182_R25,0.923,145,0.743,1
2315,Q182,Q182_R31,0.918,148,0.649,0
2316,Q182,Q182_R33,0.865,100,0.738,0
2317,Q182,Q182_R39,0.943,218,0.625,0
2318,Q182,Q182_R44,0.931,259,0.664,0
2319,Q183,Q183_R1,0.78,19,0.837,1
2320,Q183,Q183_R5,0.892,80,0.802,1
2321,Q183,Q183_R19,0.843,140,0.848,0
2322,Q183,Q183_R20,0.874,125,0.816,0
2323,Q183,Q183_R27,0.831,67,0.853,1
2324,Q183,Q183_R29,0.875,10,0.807,0
2325,Q183,Q183_R31,0.878,19,0.86,1
2326,Q183,Q183_R37,0.921,215,0.651,1
2327,Q183,Q183_R40,0.83,145,0.842,0
2328,Q183,Q183_R41,0.875,127,0.808,1
2329,Q184,Q184_R2,0.899,264,0.827,0
2330,Q184,Q184_R5,0.875,70,0.835,0
2331,Q184,Q184_R8,0.88,206,0.709,0
2332,Q184,Q184_R14,0.8,10,0.726,0
2333,Q184,Q184_R17,0.881,44,0.623,0
2334,Q184,Q184_R19,0.891,96,0.866,0
2335,Q184,Q184_R21,0.926,300,0.809,1
2336,Q184,Q184_R26,0.878,264,0.587,0
2337,Q184,Q184_R27,0.889,87,0.754,0
2338,Q184,Q184_R29,0.907,207,0.671,0
2339,Q185,Q185_R1,0.821,44,0.662,1
2340,Q185,Q185_R4,0.836,69,0.829,0
2341,Q185,Q185_R24,0.921,217,0.684,0
2342,Q185,Q185_R42,0.879,76,0.751,1
2343,Q185,Q185_R49,0.857,109,0.751,0
2344,Q185,Q185_R58,0.942,60,0.573,0
2345,Q185,Q185_R67,0.929,70,0.702,0
2346,Q185,Q185_R70,0.891,59,0.56,0
2347,Q185,Q185_R75,0.86,9,0.695,0
2348,Q185,Q185_R77,0.855,108,0.735,0
2349,Q186,Q186_R1,0.894,288,0.678,0
2350,Q186,Q186_R2,0.891,260,0.731,0
2351,Q186,Q186_R3,0.891,163,0.504,1
2352,Q186,Q186_R18,0.903,0,0.664,0
2353,Q186,Q186_R22,0.875,115,0.659,0
2354,Q186,Q186_R25,0.903,207,0.71,0
2355,Q186,Q186_R32,0.901,316,0.657,0
2356,Q186,Q186_R40,0.879,11,0.665,0
2357,Q186,Q186_R41,0.886,295,0.71,0
2358,Q186,Q186_R43,0.708,49,0.75,0
2359,Q187,Q187_R3,0.964,213,0.394,0
2360,Q187,Q187_R5,0.862,134,0.852,1
2361,Q187,Q187_R8,0.879,100,0.807,1
2362,Q187,Q187_R10,0.902,245,0.728,1
2363,Q187,Q187_R11,0.892,220,0.78,0
2364,Q187,Q187_R17,0.899,347,0.687,0
2365,Q187,Q187_R22,0.889,160,0.764,0
2366,Q187,Q187_R24,0.863,248,0.826,0
2367,Q187,Q187_R43,0.911,124,0.815,0
2368,Q187,Q187_R47,0.883,73,0.869,0
2369,Q188,Q188_R2,0.843,71,0.901,1
2370,Q188,Q188_R3,0.89,196,0.836,1
2371,Q188,Q188_R10,0.916,132,0.896,1
2372,Q188,Q188_R16,0.87,7,0.829,1
2373,Q188,Q188_R40,0.924,229,0.794,0
2374,Q188,Q188_R42,0.909,56,0.875,0
2375,Q188,Q188_R50,0.89,142,0.598,1
2376,Q188,Q188_R51,0.88,163,0.825,0
2377,Q188,Q188_R56,0.891,39,0.863,0
2378,Q188,Q188_R61,0.853,115,0.761,1
2379,Q189,Q189_R2,0.897,35,0.714,0
2380,Q189,Q189_R3,0.903,166,0.751,0
2381,Q189,Q189_R5,0.875,180,0.789,0
2382,Q189,Q189_R10,0.788,129,0.737,0
2383,Q189,Q189_R12,0.897,241,0.835,0
2384,Q189,Q189_R13,0.886,196,0.801,0
2385,Q189,Q189_R14,0.804,32,0.78,0
2386,Q189,Q189_R16,0.955,85,0.587,0
2387,Q189,Q189_R21,0.894,217,0.816,1
2388,Q189,Q189_R22,0.926,292,0.718,0
2389,Q190,Q190_R3,0.893,34,0.736,1
2390,Q190,Q190_R6,0.881,96,0.717,1
2391,Q190,Q190_R9,0.847,137,0.757,1
2392,Q190,Q190_R18,0.881,194,0.874,0
2393,Q190,Q190_R21,0.909,54,0.851,1
2394,Q190,Q190_R25,0.88,142,0.747,1
2395,Q190,Q190_R28,0.906,209,0.679,0
2396,Q190,Q190_R46,0.89,120,0.769,1
2397,Q190,Q190_R57,0.899,122,0.732,1
2398,Q190,Q190_R77,0.962,67,0.751,0
2399,Q191,Q191_R10,0.857,11,0.626,1
2400,Q191,Q191_R17,0.742,46,0.822,1
2401,Q191,Q191_R29,0.878,49,0.766,1
2402,Q191,Q191_R39,0.864,147,0.627,0
2403,Q191,Q191_R42,0.867,146,0.72,0
2404,Q191,Q191_R48,0.848,34,0.764,1
2405,Q191,Q191_R53,0.871,308,0.426,0
2406,Q191,Q191_R56,0.877,246,0.735,1
2407,Q191,Q191_R67,0.805,36,0.588,1
2408,Q191,Q191_R68,0.839,163,0.763,0
2409,Q192,Q192_R12,0.872,124,0.806,1
2410,Q192,Q192_R22,0.919,247,0.782,1
2411,Q192,Q192_R23,0.9,69,0.661,0
2412,Q192,Q192_R33,0.971,4,0.698,0
2413,Q192,Q192_R35,0.945,112,0.777,0
2414,Q192,Q192_R43,0.896,264,0.769,1
2415,Q192,Q192_R52,0.897,151,0.722,0
2416,Q192,Q192_R59,0.954,384,0.696,1
2417,Q192,Q192_R62,0.952,202,0.693,0
2418,Q192,Q192_R68,0.85,60,0.791,1
2419,Q193,Q193_R32,0.902,17,0.715,0
2420,Q193,Q193_R34,0.9,7,0.704,0
2421,Q193,Q193_R35,0.881,54,0.564,1
2422,Q193,Q193_R38,0.896,239,0.753,1
2423,Q193,Q193_R41,0.885,289,0.76,0
2424,Q193,Q193_R43,0.912,131,0.593,1
2425,Q193,Q193_R46,0.877,96,0.481,0
2426,Q193,Q193_R49,0.915,132,0.722,0
2427,Q193,Q193_R52,0.821,53,0.683,0
2428,Q193,Q193_R62,0.897,13,0.746,0
2429,Q194,Q194_R2,0.897,358,0.507,1
2430,Q194,Q194_R4,0.913,166,0.523,1
2431,Q194,Q194_R6,0.727,67,0.807,1
2432,Q194,Q194_R16,0.9,255,0.594,1
2433,Q194,Q194_R19,0.925,201,0.559,1
2434,Q194,Q194_R23,0.922,298,0.487,1
2435,Q194,Q194_R26,0.952,139,0.496,0
2436,Q194,Q194_R28,0.896,382,0.651,1
2437,Q194,Q194_R35,0.881,312,0.55,1
2438,Q194,Q194_R45,0.878,123,0.49,1
2439,Q195,Q195_R1,0.871,84,0.88,1
2440,Q195,Q195_R4,0.926,123,0.718,1
2441,Q195,Q195_R7,0.924,173,0.814,1
2442,Q195,Q195_R9,0.938,145,0.719,1
2443,Q195,Q195_R12,0.87,94,0.8,0
2444,Q195,Q195_R26,0.882,111,0.864,0
2445,Q195,Q195_R31,0.901,213,0.825,0
2446,Q195,Q195_R37,0.946,216,0.544,0
2447,Q195,Q195_R43,0.91,29,0.886,0
2448,Q195,Q195_R49,0.9,88,0.769,0
2449,Q196,Q196_R4,0.816,132,0.913,1
2450,Q196,Q196_R19,0.898,227,0.777,1
2451,Q196,Q196_R26,0.852,167,0.921,1
2452,Q196,Q196_R27,0.947,265,0.586,1
2453,Q196,Q196_R38,0.914,69,0.784,1
2454,Q196,Q196_R53,0.841,23,0.818,1
2455,Q196,Q196_R54,0.863,129,0.834,1
2456,Q196,Q196_R60,0.882,116,0.803,0
2457,Q196,Q196_R61,0.907,23,0.821,0
2458,Q196,Q196_R77,0.885,6,0.842,1
2459,Q197,Q197_R4,0.886,50,0.858,1
2460,Q197,Q197_R11,0.897,58,0.585,1
2461,Q197,Q197_R25,0.918,144,0.738,0
2462,Q197,Q197_R28,0.914,29,0.809,0
2463,Q197,Q197_R35,0.889,13,0.649,0
2464,Q197,Q197_R38,0.897,119,0.762,0
2465,Q197,Q197_R45,0.847,65,0.732,0
2466,Q197,Q197_R48,0.862,79,0.661,0
2467,Q197,Q197_R51,0.839,12,0.772,0
2468,Q197,Q197_R61,0.929,269,0.625,0
2469,Q198,Q198_R8,0.943,216,0.82,1
2470,Q198,Q198_R10,0.925,210,0.861,1
2471,Q198,Q198_R11,0.919,56,0.847,1
2472,Q198,Q198_R14,0.924,40,0.836,1
2473,Q198,Q198_R22,0.907,148,0.861,1
2474,Q198,Q198_R27,0.9,33,0.873,1
2475,Q198,Q198_R28,0.922,320,0.583,1
2476,Q198,Q198_R36,0.911,96,0.747,0
2477,Q198,Q198_R44,0.92,220,0.567,0
2478,Q198,Q198_R49,0.938,32,0.687,1
2479,Q199,Q199_R4,0.797,114,0.881,1
2480,Q199,Q199_R6,0.814,84,0.835,1
2481,Q199,Q199_R7,0.841,205,0.879,1
2482,Q199,Q199_R15,0.851,268,0.795,1
2483,Q199,Q199_R27,0.881,141,0.853,1
2484,Q199,Q199_R31,0.827,34,0.681,0
2485,Q199,Q199_R36,0.848,55,0.569,0
2486,Q199,Q199_R38,0.803,59,0.687,1
2487,Q199,Q199_R56,0.89,278,0.841,0
2488,Q199,Q199_R90,0.811,117,0.675,0
2489,Q200,Q200_R3,0.82,148,0.854,1
2490,Q200,Q200_R8,0.82,226,0.831,1
2491,Q200,Q200_R16,0.843,267,0.733,0
2492,Q200,Q200_R18,0.864,226,0.685,0
2493,Q200,Q200_R25,0.925,12,0.58,0
2494,Q200,Q200_R28,0.922,255,0.738,0
2495,Q200,Q200_R29,0.868,260,0.819,1
2496,Q200,Q200_R32,0.81,182,0.799,0
2497,Q200,Q200_R35,0.837,63,0.809,0
2498,Q200,Q200_R39,0.855,348,0.808,0
2499,Q201,Q201_R7,0.952,159,0.738,0
2500,Q201,Q201_R23,0.982,149,0.696,0
2501,Q201,Q201_R24,0.948,164,0.63,1
2502,Q201,Q201_R26,0.979,29,0.6,0
2503,Q201,Q201_R27,0.933,172,0.789,0
2504,Q201,Q201_R29,0.92,102,0.685,0
2505,Q201,Q201_R31,0.946,251,0.79,0
2506,Q201,Q201_R35,0.928,342,0.802,0
2507,Q201,Q201_R41,0.929,63,0.695,0
2508,Q201,Q201_R46,0.957,107,0.506,0
2509,Q202,Q202_R3,0.88,138,0.842,1
2510,Q202,Q202_R9,0.828,147,0.875,1
2511,Q202,Q202_R11,0.959,201,0.654,1
2512,Q202,Q202_R14,0.89,161,0.758,1
2513,Q202,Q202_R15,0.853,8,0.888,1
2514,Q202,Q202_R17,0.896,140,0.716,1
2515,Q202,Q202_R20,0.874,59,0.853,1
2516,Q202,Q202_R37,0.92,89,0.918,1
2517,Q202,Q202_R38,0.857,71,0.903,1
2518,Q202,Q202_R40,0.929,232,0.69,0
2519,Q203,Q203_R2,0.823,31,0.875,1
2520,Q203,Q203_R12,0.894,7,0.883,1
2521,Q203,Q203_R14,0.883,33,0.83,1
2522,Q203,Q203_R19,0.87,47,0.791,0
2523,Q203,Q203_R26,0.921,207,0.793,1
2524,Q203,Q203_R35,0.828,39,0.857,0
2525,Q203,Q203_R37,0.952,238,0.628,0
2526,Q203,Q203_R39,0.843,2,0.909,0
2527,Q203,Q203_R43,0.882,5,0.832,0
2528,Q203,Q203_R49,0.871,102,0.838,0
2529,Q204,Q204_R9,0.915,339,0.697,1
2530,Q204,Q204_R17,0.833,14,0.695,1
2531,Q204,Q204_R28,0.875,27,0.662,1
2532,Q204,Q204_R29,0.873,338,0.739,1
2533,Q204,Q204_R32,0.91,349,0.811,1
2534,Q204,Q204_R37,0.923,123,0.664,0
2535,Q204,Q204_R40,0.957,337,0.707,1
2536,Q204,Q204_R46,0.971,384,0.716,0
2537,Q204,Q204_R49,0.969,75,0.665,1
2538,Q204,Q204_R59,0.966,288,0.708,0
2539,Q205,Q205_R3,0.856,32,0.795,1
2540,Q205,Q205_R14,0.947,134,0.685,1
2541,Q205,Q205_R15,0.865,21,0.889,1
2542,Q205,Q205_R18,0.895,3,0.733,1
2543,Q205,Q205_R29,0.857,98,0.866,1
2544,Q205,Q205_R30,0.899,7,0.8,0
2545,Q205,Q205_R35,0.915,102,0.8,0
2546,Q205,Q205_R41,0.887,113,0.885,1
2547,Q205,Q205_R44,0.863,39,0.771,1
2548,Q205,Q205_R52,0.862,139,0.695,0
2549,Q206,Q206_R6,0.937,311,0.497,0
2550,Q206,Q206_R16,0.951,258,0.619,0
2551,Q206,Q206_R17,0.889,166,0.646,0
2552,Q206,Q206_R27,0.938,273,0.671,0
2553,Q206,Q206_R30,0.947,406,0.569,0
2554,Q206,Q206_R36,0.902,265,0.557,0
2555,Q206,Q206_R39,0.852,27,0.628,0
2556,Q206,Q206_R41,0.8,97,0.725,0
2557,Q206,Q206_R43,0.894,214,0.756,0
2558,Q206,Q206_R45,0.833,74,0.702,0
2559,Q207,Q207_R23,0.871,130,0.439,1
2560,Q207,Q207_R46,0.913,84,0.563,0
2561,Q207,Q207_R47,0.824,17,0.797,1
2562,Q207,Q207_R50,0.901,307,0.75,0
2563,Q207,Q207_R57,0.921,258,0.709,0
2564,Q207,Q207_R61,0.901,214,0.693,0
2565,Q207,Q207_R67,0.94,20,0.612,0
2566,Q207,Q207_R82,0.909,75,0.545,0
2567,Q207,Q207_R83,0.918,290,0.755,0
2568,Q207,Q207_R94,0.97,260,0.64,0
2569,Q208,Q208_R7,0.926,62,0.746,1
2570,Q208,Q208_R8,0.931,85,0.849,1
2571,Q208,Q208_R10,0.866,91,0.81,1
2572,Q208,Q208_R11,0.878,84,0.601,1
2573,Q208,Q208_R14,0.872,101,0.787,1
2574,Q208,Q208_R16,0.886,296,0.835,1
2575,Q208,Q208_R17,0.902,21,0.613,0
2576,Q208,Q208_R20,0.788,134,0.746,0
2577,Q208,Q208_R21,0.892,124,0.565,1
2578,Q208,Q208_R30,0.875,146,0.836,0
2579,Q209,Q209_R3,0.754,27,0.843,1
2580,Q209,Q209_R8,0.841,5,0.784,1
2581,Q209,Q209_R12,0.806,42,0.858,1
2582,Q209,Q209_R14,0.881,14,0.808,0
2583,Q209,Q209_R15,0.887,83,0.777,1
2584,Q209,Q209_R16,0.852,92,0.795,0
2585,Q209,Q209_R25,0.855,103,0.795,0
2586,Q209,Q209_R33,0.893,81,0.861,0
2587,Q209,Q209_R36,0.926,103,0.702,0
2588,Q209,Q209_R41,0.899,72,0.792,0
2589,Q210,Q210_R4,0.952,172,0.42,1
2590,Q210,Q210_R14,0.947,360,0.466,0
2591,Q210,Q210_R15,0.947,152,0.723,0
2592,Q210,Q210_R16,0.932,280,0.721,0
2593,Q210,Q210_R23,0.944,259,0.667,0
2594,Q210,Q210_R33,0.908,225,0.573,0
2595,Q210,Q210_R36,0.936,311,0.702,0
2596,Q210,Q210_R41,0.926,44,0.529,0
2597,Q210,Q210_R56,0.917,5,0.478,0
2598,Q210,Q210_R57,0.937,166,0.721,1
2599,Q211,Q211_R2,0.921,248,0.859,0
2600,Q211,Q211_R3,0.919,191,0.862,0
2601,Q211,Q211_R4,0.906,195,0.851,0
2602,Q211,Q211_R6,0.896,135,0.799,0
2603,Q211,Q211_R9,0.908,142,0.792,0
2604,Q211,Q211_R18,0.915,66,0.465,0
2605,Q211,Q211_R22,0.893,184,0.782,0
2606,Q211,Q211_R23,0.903,57,0.732,0
2607,Q211,Q211_R30,0.875,226,0.846,0
2608,Q211,Q211_R35,0.889,13,0.719,0
2609,Q212,Q212_R3,0.864,165,0.779,1
2610,Q212,Q212_R11,0.897,279,0.538,0
2611,Q212,Q212_R18,0.951,25,0.552,0
2612,Q212,Q212_R22,0.909,6,0.615,0
2613,Q212,Q212_R27,0.9,24,0.368,0
2614,Q212,Q212_R37,0.897,118,0.743,0
2615,Q212,Q212_R40,0.895,241,0.629,0
2616,Q212,Q212_R49,0.938,207,0.698,0
2617,Q212,Q212_R52,0.964,85,0.719,0
2618,Q212,Q212_R53,0.921,176,0.663,0
2619,Q213,Q213_R2,0.868,54,0.647,1
2620,Q213,Q213_R3,0.925,104,0.62,0
2621,Q213,Q213_R4,0.909,193,0.792,1
2622,Q213,Q213_R6,0.94,247,0.633,0
2623,Q213,Q213_R9,0.9,4,0.721,0
2624,Q213,Q213_R11,0.938,265,0.678,0
2625,Q213,Q213_R14,0.915,95,0.675,0
2626,Q213,Q213_R29,0.963,348,0.762,0
2627,Q213,Q213_R30,0.952,218,0.653,0
2628,Q213,Q213_R31,0.95,49,0.565,1
2629,Q214,Q214_R5,0.844,173,0.747,0
2630,Q214,Q214_R18,0.832,66,0.925,0
2631,Q214,Q214_R28,0.885,9,0.759,1
2632,Q214,Q214_R38,0.819,63,0.839,1
2633,Q214,Q214_R59,0.854,31,0.897,0
2634,Q214,Q214_R61,0.85,47,0.9,1
2635,Q214,Q214_R67,0.865,90,0.875,0
2636,Q214,Q214_R85,0.85,12,0.927,1
2637,Q214,Q214_R91,0.963,58,0.592,1
2638,Q214,Q214_R92,0.84,73,0.859,0
2639,Q215,Q215_R6,0.902,237,0.708,1
2640,Q215,Q215_R8,0.762,9,0.84,1
2641,Q215,Q215_R19,0.841,237,0.716,1
2642,Q215,Q215_R23,0.862,103,0.856,1
2643,Q215,Q215_R55,0.896,169,0.689,1
2644,Q215,Q215_R56,0.849,31,0.898,0
2645,Q215,Q215_R57,0.819,24,0.865,0
2646,Q215,Q215_R66,0.808,90,0.877,0
2647,Q215,Q215_R72,0.849,30,0.738,1
2648,Q215,Q215_R75,0.854,26,0.784,0
2649,Q216,Q216_R2,0.923,66,0.39,1
2650,Q216,Q216_R27,0.939,233,0.296,0
2651,Q216,Q216_R46,0.914,38,0.444,0
2652,Q216,Q216_R49,0.953,108,0.404,1
2653,Q216,Q216_R55,0.915,229,0.395,0
2654,Q216,Q216_R60,0.945,282,0.321,0
2655,Q216,Q216_R68,0.972,322,0.619,0
2656,Q216,Q216_R75,0.97,236,0.452,0
2657,Q216,Q216_R78,0.959,345,0.498,0
2658,Q216,Q216_R79,0.943,290,0.457,0
2659,Q217,Q217_R1,0.832,27,0.738,1
2660,Q217,Q217_R21,0.84,103,0.791,0
2661,Q217,Q217_R53,0.924,244,0.65,0
2662,Q217,Q217_R54,0.835,30,0.806,0
2663,Q217,Q217_R62,0.854,32,0.82,0
2664,Q217,Q217_R63,0.87,102,0.842,0
2665,Q217,Q217_R67,0.829,126,0.788,0
2666,Q217,Q217_R69,0.94,240,0.63,0
2667,Q217,Q217_R78,0.872,41,0.772,0
2668,Q217,Q217_R85,0.863,7,0.827,0
2669,Q218,Q218_R6,0.892,213,0.804,0
2670,Q218,Q218_R11,0.955,334,0.67,0
2671,Q218,Q218_R18,0.873,67,0.825,1
2672,Q218,Q218_R20,0.918,2,0.844,1
2673,Q218,Q218_R22,0.886,206,0.773,0
2674,Q218,Q218_R23,0.842,102,0.841,0
2675,Q218,Q218_R29,0.908,274,0.863,0
2676,Q218,Q218_R32,0.902,217,0.816,0
2677,Q218,Q218_R38,0.943,202,0.73,0
2678,Q218,Q218_R48,0.839,112,0.848,1
2679,Q219,Q219_R5,0.899,103,0.652,0
2680,Q219,Q219_R6,0.877,35,0.771,0
2681,Q219,Q219_R7,0.868,270,0.603,0
2682,Q219,Q219_R27,0.919,216,0.696,0
2683,Q219,Q219_R33,0.886,140,0.665,0
2684,Q219,Q219_R35,0.855,71,0.723,0
2685,Q219,Q219_R53,0.918,49,0.563,0
2686,Q219,Q219_R57,0.947,11,0.643,0
2687,Q219,Q219_R58,0.896,144,0.613,0
2688,Q219,Q219_R66,0.91,253,0.704,0
2689,Q220,Q220_R15,0.878,26,0.83,0
2690,Q220,Q220_R17,0.839,133,0.623,1
2691,Q220,Q220_R18,0.867,81,0.769,0
2692,Q220,Q220_R20,0.965,158,0.628,0
2693,Q220,Q220_R28,0.857,100,0.752,1
2694,Q220,Q220_R37,0.904,58,0.732,0
2695,Q220,Q220_R43,0.812,89,0.827,0
2696,Q220,Q220_R49,0.883,12,0.865,0
2697,Q220,Q220_R53,0.877,32,0.819,0
2698,Q220,Q220_R55,0.866,54,0.83,0
2699,Q221,Q221_R5,0.857,36,0.777,1
2700,Q221,Q221_R13,0.885,15,0.646,1
2701,Q221,Q221_R14,0.861,193,0.878,1
2702,Q221,Q221_R37,0.87,38,0.678,1
2703,Q221,Q221_R40,0.867,209,0.795,1
2704,Q221,Q221_R43,0.825,25,0.789,1
2705,Q221,Q221_R44,0.901,88,0.846,1
2706,Q221,Q221_R46,0.81,190,0.869,1
2707,Q221,Q221_R48,0.843,261,0.844,1
2708,Q221,Q221_R67,0.898,82,0.594,1
2709,Q222,Q222_R12,0.847,144,0.885,1
2710,Q222,Q222_R16,0.913,77,0.788,0
2711,Q222,Q222_R17,0.826,48,0.772,1
2712,Q222,Q222_R25,0.938,44,0.688,0
2713,Q222,Q222_R30,0.914,139,0.76,1
2714,Q222,Q222_R39,0.871,231,0.895,1
2715,Q222,Q222_R48,0.902,223,0.799,0
2716,Q222,Q222_R50,0.909,108,0.742,1
2717,Q222,Q222_R55,0.957,98,0.674,0
2718,Q222,Q222_R61,0.885,4,0.677,1
2719,Q223,Q223_R2,0.871,25,0.672,0
2720,Q223,Q223_R3,0.897,19,0.51,0
2721,Q223,Q223_R6,0.977,387,0.667,1
